timestamp,open,high,low,close,volume,num_trades
2024-12-17 16:44:00,49.83,49.83,49.83,49.83,202,3
2024-12-17 16:45:00,49.78,49.78,49.78,49.78,415,5
2024-12-17 16:47:00,49.81,49.81,49.7999,49.7999,647,7
2024-12-17 16:53:00,49.6638,49.6638,49.6638,49.6638,128,9
2024-12-17 17:20:00,49.69,49.69,49.69,49.69,103,2
2024-12-17 17:21:00,49.7399,49.7399,49.7399,49.7399,101,2
2024-12-17 17:27:00,49.73,49.73,49.73,49.73,202,3
2024-12-17 18:12:00,49.97,49.97,49.97,49.97,120,3
2024-12-17 18:25:00,49.89,49.89,49.89,49.89,214,4
2024-12-17 18:28:00,49.82,49.82,49.82,49.82,180,7
2024-12-17 18:41:00,49.76,49.76,49.76,49.76,101,2
2024-12-17 18:46:00,49.76,49.76,49.76,49.76,332,5
2024-12-17 18:47:00,49.75,49.75,49.75,49.75,133,11
2024-12-17 18:54:00,49.68,49.68,49.58,49.58,202,4
2024-12-17 18:56:00,49.7,49.7,49.6999,49.6999,201,3
2024-12-17 18:57:00,49.68,49.68,49.68,49.68,127,4
2024-12-17 19:12:00,49.77,49.77,49.77,49.77,800,2
2024-12-17 19:16:00,49.77,49.77,49.77,49.77,200,1
2024-12-17 19:23:00,49.72,49.72,49.72,49.72,110,3
2024-12-17 19:36:00,49.76,49.76,49.76,49.76,100,1
2024-12-17 19:46:00,49.76,49.76,49.76,49.76,100,1
2024-12-17 19:48:00,49.7364,49.7364,49.7364,49.7364,144,4
2024-12-17 20:17:00,49.74,49.74,49.74,49.74,100,1
2024-12-17 20:19:00,49.7,49.7,49.7,49.7,100,1
2024-12-17 20:22:00,49.65,49.65,49.65,49.65,156,4
2024-12-17 20:24:00,49.65,49.65,49.65,49.65,201,2
2024-12-17 20:34:00,49.674,49.674,49.674,49.674,163,3
2024-12-17 20:54:00,49.75,49.75,49.75,49.75,146,6
2024-12-18 14:30:00,49.73,49.73,49.68,49.68,415,26
2024-12-18 14:31:00,49.566,49.566,49.566,49.566,257,14
2024-12-18 14:34:00,49.5,49.5,49.5,49.5,794,29
2024-12-18 14:43:00,49.5682,49.5682,49.5682,49.5682,182,5
2024-12-18 14:44:00,49.6,49.6,49.6,49.6,213,6
2024-12-18 14:46:00,49.61,49.61,49.61,49.61,153,5
2024-12-18 14:50:00,49.65,49.65,49.65,49.65,509,4
2024-12-18 14:51:00,49.5252,49.5252,49.5252,49.5252,201,3
2024-12-18 15:08:00,49.72,49.72,49.6699,49.6699,322,7
2024-12-18 15:10:00,49.69,49.69,49.69,49.69,253,4
2024-12-18 15:11:00,49.7,49.74,49.7,49.74,200,2
2024-12-18 15:14:00,49.64,49.64,49.64,49.64,216,4
2024-12-18 15:39:00,49.87,49.87,49.86,49.86,475,6
2024-12-18 15:42:00,49.8,49.8,49.8,49.8,239,7
2024-12-18 15:45:00,49.94,49.94,49.9399,49.9399,426,3
2024-12-18 15:52:00,50.01,50.01,50.0099,50.0099,200,2
2024-12-18 15:57:00,50.02,50.02,50.01,50.01,301,3
2024-12-18 15:59:00,49.99,49.99,49.99,49.99,201,3
2024-12-18 16:05:00,49.99,49.99,49.92,49.92,227,6
2024-12-18 16:24:00,49.7986,49.7986,49.7986,49.7986,109,2
2024-12-18 16:40:00,50.1281,50.1281,50.1281,50.1281,125,2
2024-12-18 16:46:00,50.21,50.21,50.21,50.21,100,1
2024-12-18 16:57:00,50.13,50.13,50.13,50.13,281,5
2024-12-18 17:01:00,50.13,50.13,50.13,50.13,101,2
2024-12-18 17:27:00,50.03,50.03,49.9599,49.9599,431,13
2024-12-18 17:39:00,50.02,50.02,50.02,50.02,100,1
2024-12-18 18:38:00,50.1,50.1,50.1,50.1,200,2
2024-12-18 18:42:00,49.99,49.99,49.99,49.99,122,4
2024-12-18 19:14:00,49.69,49.69,49.69,49.69,101,2
2024-12-18 19:16:00,49.6,49.6,49.6,49.6,100,1
2024-12-18 19:18:00,49.6097,49.6097,49.5,49.5,2415,12
2024-12-18 19:28:00,49.67,49.67,49.67,49.67,200,2
2024-12-18 19:29:00,49.6,49.6,49.6,49.6,1105,3
2024-12-18 19:38:00,49.5,49.5,49.5,49.5,101,2
2024-12-18 19:59:00,48.98,48.98,48.98,48.98,134,6
2024-12-18 20:16:00,48.48,48.48,48.3945,48.3945,202,4
2024-12-18 20:19:00,48.37,48.37,48.37,48.37,206,5
2024-12-18 20:21:00,48.51,48.51,48.51,48.51,110,6
2024-12-18 20:29:00,48.0,48.0,48.0,48.0,180,11
2024-12-18 20:34:00,47.78,47.78,47.76,47.76,640,4
2024-12-18 20:35:00,47.76,47.76,47.76,47.76,301,7
2024-12-18 20:36:00,47.73,47.73,47.73,47.73,693,7
2024-12-18 20:38:00,47.525,47.525,47.525,47.525,184,3
2024-12-18 20:50:00,47.6526,47.6526,47.6526,47.6526,230,5
2024-12-18 20:53:00,47.795,47.795,47.795,47.795,109,4
2024-12-18 20:59:00,47.62,47.62,47.57,47.57,475,15
2024-12-18 22:01:00,48.0,48.0,48.0,48.0,100,1
2024-12-19 13:45:00,50.4,50.4,50.4,50.4,217,5
2024-12-19 14:30:00,48.67,48.67,48.67,48.67,244,1
2024-12-19 14:32:00,48.5028,48.5028,48.5028,48.5028,263,10
2024-12-19 14:35:00,48.3923,48.3923,48.3923,48.3923,171,6
2024-12-19 14:38:00,48.007,48.09,48.007,48.09,1068,9
2024-12-19 14:42:00,48.3586,48.3586,48.3586,48.3586,532,8
2024-12-19 14:44:00,48.2975,48.2975,48.2975,48.2975,275,4
2024-12-19 14:46:00,48.2389,48.2389,48.2389,48.2389,501,2
2024-12-19 14:58:00,48.14,48.14,48.14,48.14,265,7
2024-12-19 15:20:00,48.06,48.06,48.06,48.06,201,3
2024-12-19 15:48:00,47.85,47.85,47.85,47.85,100,1
2024-12-19 15:52:00,47.85,47.85,47.85,47.85,112,4
2024-12-19 15:56:00,47.8,47.8,47.8,47.8,240,3
2024-12-19 15:57:00,47.72,47.72,47.72,47.72,145,3
2024-12-19 16:06:00,47.64,47.64,47.64,47.64,227,5
2024-12-19 16:08:00,47.59,47.59,47.59,47.59,251,2
2024-12-19 16:15:00,47.64,47.64,47.64,47.64,208,4
2024-12-19 16:21:00,47.68,47.68,47.68,47.68,101,2
2024-12-19 16:22:00,47.715,47.715,47.715,47.715,105,1
2024-12-19 16:32:00,47.9446,47.9453,47.9446,47.9453,600,2
2024-12-19 16:33:00,47.89,47.89,47.89,47.89,244,5
2024-12-19 16:39:00,48.03,48.03,48.03,48.03,372,4
2024-12-19 16:49:00,47.8047,47.8047,47.8047,47.8047,219,2
2024-12-19 17:01:00,47.74,47.74,47.7205,47.7205,202,4
2024-12-19 17:04:00,47.68,47.68,47.68,47.68,102,2
2024-12-19 17:16:00,47.5,47.5,47.5,47.5,1154,26
2024-12-19 17:47:00,47.1498,47.1498,47.1498,47.1498,502,2
2024-12-19 17:51:00,47.15,47.15,47.15,47.15,210,3
2024-12-19 18:02:00,47.25,47.25,47.25,47.25,100,1
2024-12-19 18:06:00,47.11,47.11,47.11,47.11,533,2
2024-12-19 18:08:00,47.13,47.13,47.13,47.13,1000,1
2024-12-19 18:20:00,47.24,47.24,47.24,47.24,106,3
2024-12-19 18:21:00,47.238,47.238,47.238,47.238,101,2
2024-12-19 18:22:00,47.2061,47.2061,47.2061,47.2061,100,1
2024-12-19 19:02:00,47.704,47.704,47.704,47.704,140,2
2024-12-19 19:05:00,47.74,47.74,47.74,47.74,458,1
2024-12-19 19:06:00,47.7,47.7,47.7,47.7,456,5
2024-12-19 19:10:00,47.64,47.64,47.64,47.64,151,3
2024-12-19 19:31:00,47.44,47.44,47.4,47.4,525,8
2024-12-19 19:47:00,47.259,47.259,47.259,47.259,100,1
2024-12-19 19:57:00,47.384,47.384,47.384,47.384,100,1
2024-12-19 20:03:00,47.28,47.28,47.28,47.28,102,3
2024-12-19 20:10:00,47.34,47.34,47.3,47.3,200,2
2024-12-19 20:22:00,47.4092,47.4092,47.4092,47.4092,102,3
2024-12-19 20:33:00,47.44,47.44,47.44,47.44,100,1
2024-12-19 20:35:00,47.27,47.27,47.27,47.27,200,2
2024-12-19 20:36:00,47.2,47.2,47.09,47.09,1054,6
2024-12-19 20:45:00,47.35,47.35,47.35,47.35,200,2
2024-12-19 20:46:00,47.33,47.34,47.33,47.34,200,2
2024-12-19 20:47:00,47.32,47.32,47.32,47.32,117,1
2024-12-19 20:57:00,47.155,47.155,47.155,47.155,100,1
2024-12-19 20:59:00,47.16,47.16,47.16,47.16,347,3
2024-12-20 12:01:00,46.9,46.9,46.9,46.9,654,4
2024-12-20 14:30:00,46.59,46.59,46.55,46.55,431,7
2024-12-20 14:35:00,46.74,46.74,46.74,46.74,172,7
2024-12-20 14:47:00,46.78,46.78,46.74,46.74,274,10
2024-12-20 14:50:00,46.5594,46.5594,46.4688,46.4688,1292,10
2024-12-20 15:08:00,47.1,47.1,47.1,47.1,100,1
2024-12-20 15:20:00,47.34,47.3799,47.34,47.3799,2094,6
2024-12-20 15:22:00,47.38,47.38,47.38,47.38,113,3
2024-12-20 15:45:00,48.0,48.0,48.0,48.0,308,5
2024-12-20 15:48:00,47.88,47.88,47.88,47.88,103,4
2024-12-20 15:57:00,47.7825,47.8085,47.7825,47.8085,405,4
2024-12-20 16:07:00,47.96,47.96,47.96,47.96,106,2
2024-12-20 16:26:00,48.2188,48.2188,48.2188,48.2188,100,1
2024-12-20 16:44:00,48.32,48.32,48.32,48.32,106,3
2024-12-20 16:45:00,48.21,48.21,48.21,48.21,310,4
2024-12-20 16:52:00,48.04,48.04,48.04,48.04,100,1
2024-12-20 17:38:00,48.21,48.21,48.153,48.153,200,2
2024-12-20 17:45:00,48.25,48.25,48.25,48.25,155,2
2024-12-20 18:05:00,48.23,48.23,48.23,48.23,100,1
2024-12-20 18:07:00,48.23,48.23,48.17,48.17,354,2
2024-12-20 18:08:00,48.24,48.24,48.24,48.24,100,1
2024-12-20 18:21:00,48.0171,48.0171,48.0171,48.0171,104,3
2024-12-20 18:42:00,48.06,48.06,48.06,48.06,150,2
2024-12-20 19:00:00,48.08,48.08,48.08,48.08,100,1
2024-12-20 19:11:00,48.05,48.05,48.0499,48.0499,800,4
2024-12-20 19:36:00,48.2328,48.2328,48.2328,48.2328,100,1
2024-12-20 19:45:00,48.25,48.25,48.25,48.25,100,1
2024-12-20 19:49:00,48.2289,48.2289,48.1937,48.1937,1200,2
2024-12-20 19:52:00,48.19,48.19,48.19,48.19,150,2
2024-12-20 19:59:00,48.16,48.16,48.16,48.16,198,1
2024-12-20 20:03:00,48.115,48.12,48.115,48.12,300,3
2024-12-20 20:04:00,48.11,48.11,48.11,48.11,101,2
2024-12-20 20:14:00,48.06,48.06,48.06,48.06,200,2
2024-12-20 20:24:00,48.08,48.08,48.07,48.07,1325,8
2024-12-20 20:25:00,48.05,48.05,48.05,48.05,2284,10
2024-12-20 20:31:00,47.86,47.86,47.86,47.86,254,6
2024-12-20 21:10:00,48.0,48.0,48.0,48.0,100,1
2025-01-13 14:29:00,44.51,44.51,44.51,44.51,102,3
2025-01-13 14:30:00,44.45,44.45,44.23,44.23,1502,29
2025-01-13 14:32:00,44.17,44.17,44.17,44.17,784,3
2025-01-13 14:37:00,44.16,44.16,44.16,44.16,204,2
2025-01-13 14:43:00,44.5,44.5,44.5,44.5,1214,8
2025-01-13 14:44:00,44.61,44.61,44.61,44.61,274,5
2025-01-13 14:50:00,44.6,44.6,44.5999,44.5999,254,7
2025-01-13 14:51:00,44.59,44.59,44.59,44.59,200,2
2025-01-13 15:15:00,44.76,44.76,44.76,44.76,212,6
2025-01-13 15:27:00,44.535,44.535,44.535,44.535,300,1
2025-01-13 15:33:00,44.619,44.619,44.5725,44.5725,600,2
2025-01-13 15:35:00,44.5624,44.5624,44.5624,44.5624,300,1
2025-01-13 15:41:00,44.73,44.73,44.73,44.73,200,2
2025-01-13 15:52:00,44.83,44.83,44.83,44.83,157,8
2025-01-13 15:59:00,44.66,44.66,44.66,44.66,101,2
2025-01-13 16:01:00,44.67,44.67,44.67,44.67,100,1
2025-01-13 16:29:00,44.47,44.47,44.47,44.47,119,2
2025-01-13 17:38:00,44.74,44.74,44.74,44.74,100,1
2025-01-14 13:00:00,46.0187,46.0187,46.0187,46.0187,117,1
2025-01-14 13:21:00,46.01,46.01,46.01,46.01,100,1
2025-01-14 13:37:00,47.36,47.36,47.36,47.36,109,2
2025-01-14 14:31:00,46.06,46.06,46.0599,46.0599,750,2
2025-01-14 14:32:00,46.0,46.0,45.9699,45.9699,1262,6
2025-01-14 15:13:00,46.05,46.05,46.05,46.05,200,2
2025-01-14 15:17:00,46.08,46.08,46.08,46.08,299,1
2025-01-14 15:21:00,46.01,46.01,46.01,46.01,203,4
2025-01-14 15:25:00,45.84,45.84,45.84,45.84,163,4
2025-01-14 15:26:00,45.885,45.885,45.885,45.885,100,1
2025-01-14 15:28:00,45.7714,45.7714,45.7714,45.7714,100,1
2025-01-14 15:48:00,45.6,45.6,45.6,45.6,100,1
2025-01-14 18:11:00,45.4257,45.4257,45.4257,45.4257,498,4
2025-01-14 19:00:00,45.86,45.86,45.86,45.86,300,3
2025-01-14 19:53:00,45.755,45.755,45.755,45.755,125,1
2025-01-14 19:56:00,45.64,45.64,45.64,45.64,110,2
2025-01-14 20:07:00,45.19,45.19,45.19,45.19,126,4
2025-01-14 20:31:00,45.24,45.24,45.24,45.24,124,2
2025-01-14 20:38:00,45.19,45.19,45.19,45.19,218,3
2025-01-15 14:43:00,46.57,46.57,46.57,46.57,196,4
2025-01-15 14:55:00,46.6299,46.6299,46.6299,46.6299,100,1
2025-01-15 15:14:00,46.84,46.84,46.84,46.84,300,3
2025-01-15 15:16:00,46.86,46.86,46.86,46.86,371,2
2025-01-15 15:29:00,47.0,47.0,47.0,47.0,101,2
2025-01-15 16:06:00,46.89,46.89,46.8899,46.8899,254,5
2025-01-15 16:21:00,46.86,46.86,46.86,46.86,100,1
2025-01-15 18:54:00,47.0,47.0,47.0,47.0,2084,12
2025-01-15 19:03:00,47.04,47.0401,47.04,47.0401,5000,2
2025-01-15 19:58:00,47.2035,47.2035,47.2035,47.2035,100,1
2025-01-15 20:15:00,47.34,47.34,47.34,47.34,100,1
2025-01-15 20:16:00,47.3335,47.3335,47.3335,47.3335,108,1
2025-01-15 20:38:00,47.33,47.335,47.33,47.335,201,3
2025-01-15 20:49:00,47.26,47.26,47.26,47.26,120,3
2025-02-12 14:30:00,44.97,44.97,44.97,44.97,1773,5
2025-02-12 14:36:00,45.03,45.03,44.9618,44.9618,1644,17
2025-02-12 14:37:00,45.06,45.0863,45.06,45.0863,1202,4
2025-02-12 14:38:00,45.197,45.26,45.197,45.197,650,4
2025-02-12 14:45:00,45.17,45.2128,45.17,45.2128,541,5
2025-02-12 14:48:00,45.185,45.185,45.185,45.185,412,3
2025-02-12 14:51:00,45.25,45.25,45.25,45.25,500,4
2025-02-12 15:07:00,45.0967,45.0967,45.0967,45.0967,211,3
2025-02-12 15:11:00,45.1,45.1,45.09,45.09,2031,10
2025-02-12 15:24:00,45.2498,45.25,45.2498,45.25,241,3
2025-02-12 15:25:00,45.3,45.3,45.3,45.3,103,2
2025-02-12 15:37:00,45.3,45.3,45.3,45.3,2045,1
2025-02-12 16:04:00,45.48,45.48,45.48,45.48,100,1
2025-02-12 16:10:00,45.4,45.4,45.3645,45.3645,200,2
2025-02-12 17:11:00,45.73,45.73,45.73,45.73,130,1
2025-02-12 17:37:00,45.84,45.84,45.84,45.84,150,1
2025-02-12 17:59:00,45.84,45.84,45.84,45.84,200,1
2025-02-12 18:57:00,45.86,45.86,45.86,45.86,182,1
2025-02-12 18:59:00,45.7977,45.7977,45.7977,45.7977,576,4
2025-02-12 19:03:00,45.7511,45.7511,45.7511,45.7511,100,1
2025-02-12 19:04:00,45.75,45.75,45.75,45.75,215,1
2025-02-12 19:06:00,45.75,45.753,45.65,45.65,651,10
2025-02-12 19:21:00,45.7028,45.7028,45.7028,45.7028,100,1
2025-02-12 19:23:00,45.74,45.74,45.74,45.74,268,3
2025-02-12 19:37:00,45.8356,45.8356,45.8356,45.8356,650,1
2025-02-12 19:50:00,45.946,45.946,45.946,45.946,200,1
2025-02-13 14:30:00,46.12,46.1214,46.12,46.1214,777,7
2025-02-13 14:32:00,46.41,46.41,46.41,46.41,209,4
2025-02-13 14:33:00,46.39,46.39,46.39,46.39,100,1
2025-02-13 14:37:00,46.2683,46.2683,46.2683,46.2683,227,4
2025-02-13 14:41:00,46.18,46.18,46.18,46.18,210,2
2025-02-13 15:01:00,46.43,46.44,46.43,46.44,300,2
2025-02-13 15:16:00,46.53,46.5606,46.53,46.5606,1228,10
2025-02-13 15:21:00,46.67,46.67,46.67,46.67,388,3
2025-02-13 15:22:00,46.8487,46.8487,46.8487,46.8487,103,1
2025-02-13 15:32:00,46.655,46.73,46.655,46.73,474,2
2025-02-13 15:37:00,46.66,46.68,46.65,46.65,2098,7
2025-02-13 15:41:00,46.6627,46.6627,46.6627,46.6627,523,3
2025-02-13 15:55:00,46.62,46.62,46.62,46.62,2906,2
2025-02-13 16:06:00,46.52,46.56,46.52,46.56,395,3
2025-02-13 16:33:00,46.375,46.375,46.375,46.375,591,2
2025-02-13 16:34:00,46.3786,46.3786,46.3786,46.3786,113,4
2025-02-13 17:00:00,46.2054,46.2054,46.2054,46.2054,378,1
2025-02-13 17:05:00,46.3,46.3,46.3,46.3,212,3
2025-02-13 17:43:00,46.39,46.39,46.39,46.39,600,1
2025-02-13 17:51:00,46.42,46.42,46.42,46.42,860,5
2025-02-13 17:57:00,46.31,46.31,46.21,46.21,215,2
2025-02-13 18:24:00,46.26,46.26,46.26,46.26,150,1
2025-02-13 18:33:00,46.28,46.28,46.28,46.28,200,1
2025-02-13 19:09:00,46.59,46.6,46.57,46.57,2356,7
2025-02-13 19:28:00,46.545,46.545,46.51,46.5422,640,6
2025-02-13 19:34:00,46.48,46.48,46.48,46.48,200,1
2025-02-13 20:04:00,46.61,46.61,46.61,46.61,428,1
2025-02-13 20:19:00,46.88,46.88,46.88,46.88,540,1
2025-02-13 20:22:00,46.835,46.835,46.835,46.835,100,1
2025-02-13 20:29:00,46.879,46.879,46.879,46.879,214,1
2025-02-13 20:33:00,46.82,46.82,46.82,46.82,100,1
2025-02-13 20:54:00,46.835,46.839,46.835,46.839,212,3
2025-02-13 20:55:00,46.8125,46.86,46.8125,46.86,206,4
2025-02-13 20:57:00,46.8699,46.8699,46.8699,46.8699,130,4
2025-02-13 20:58:00,46.8308,46.8339,46.8308,46.8339,200,2
2025-02-13 20:59:00,46.8375,46.8375,46.8375,46.8375,189,2
2025-02-14 14:30:00,46.85,46.85,46.803,46.803,629,4
2025-02-14 14:39:00,46.7334,46.7334,46.7334,46.7334,150,2
2025-02-14 14:40:00,46.72,46.72,46.72,46.72,756,9
2025-02-14 14:41:00,46.7887,46.7887,46.73,46.73,625,5
2025-02-14 14:49:00,46.78,46.78,46.78,46.78,167,8
2025-02-14 14:50:00,46.76,46.76,46.76,46.76,171,1
2025-02-14 14:51:00,46.7175,46.7175,46.7175,46.7175,416,4
2025-02-14 14:53:00,46.7,46.7,46.7,46.7,350,3
2025-02-14 14:54:00,46.66,46.66,46.66,46.66,503,4
2025-02-14 14:59:00,46.5,46.5,46.5,46.5,585,7
2025-02-14 15:19:00,46.565,46.58,46.54,46.54,637,7
2025-02-14 15:23:00,46.6197,46.6197,46.6197,46.6197,239,6
2025-02-14 15:26:00,46.5784,46.5784,46.5784,46.5784,950,2
2025-02-14 15:36:00,46.4456,46.4456,46.4456,46.4456,537,1
2025-02-14 15:46:00,46.516,46.516,46.5,46.51,414,4
2025-02-14 15:50:00,46.52,46.52,46.52,46.52,100,1
2025-02-14 16:43:00,46.505,46.505,46.505,46.505,101,2
2025-02-14 16:44:00,46.49,46.49,46.49,46.49,109,3
2025-02-14 16:53:00,46.5198,46.5198,46.5198,46.5198,121,2
2025-02-14 17:06:00,46.72,46.72,46.72,46.72,172,2
2025-02-14 17:10:00,46.58,46.58,46.58,46.58,646,1
2025-02-14 17:13:00,46.6038,46.6038,46.6038,46.6038,500,1
2025-02-14 17:15:00,46.565,46.565,46.565,46.565,2991,3
2025-02-14 17:28:00,46.5714,46.5714,46.5714,46.5714,324,4
2025-02-14 17:37:00,46.58,46.58,46.58,46.58,102,1
2025-02-14 18:16:00,46.85,46.85,46.85,46.85,300,3
2025-02-14 18:18:00,46.82,46.82,46.82,46.82,101,2
2025-02-14 18:25:00,46.8357,46.8357,46.8357,46.8357,100,1
2025-02-14 18:44:00,46.955,46.955,46.94,46.94,1279,5
2025-02-14 18:46:00,46.95,46.95,46.95,46.95,170,1
2025-02-14 18:47:00,46.96,46.9799,46.9145,46.9799,4703,41
2025-02-14 18:56:00,46.92,46.92,46.92,46.92,156,2
2025-02-14 18:59:00,46.875,46.875,46.86,46.86,202,4
2025-02-14 19:01:00,46.8647,46.8647,46.8647,46.8647,209,3
2025-02-14 19:04:00,46.8743,46.8743,46.8743,46.8743,130,1
2025-02-14 19:07:00,46.855,46.88,46.855,46.88,547,2
2025-02-14 19:09:00,46.848,46.848,46.848,46.848,1066,1
2025-02-14 19:10:00,46.84,46.84,46.84,46.84,180,1
2025-02-14 19:28:00,46.86,46.86,46.86,46.86,104,2
2025-02-14 19:29:00,46.83,46.83,46.83,46.83,409,2
2025-02-14 19:30:00,46.85,46.85,46.85,46.85,190,2
2025-02-14 19:37:00,46.84,46.84,46.84,46.84,246,6
2025-02-14 19:38:00,46.84,46.84,46.84,46.84,1067,2
2025-02-14 19:40:00,46.87,46.87,46.87,46.87,100,1
2025-02-14 19:44:00,46.86,46.86,46.86,46.86,110,2
2025-02-14 19:46:00,46.87,46.87,46.87,46.87,188,3
2025-02-14 19:47:00,46.83,46.84,46.83,46.84,201,3
2025-02-14 19:51:00,46.81,46.81,46.81,46.81,354,2
2025-02-14 20:02:00,46.88,46.88,46.88,46.88,100,1
2025-02-14 20:03:00,46.86,46.86,46.86,46.86,330,2
2025-02-14 20:05:00,46.7932,46.7932,46.7932,46.7932,529,3
2025-02-14 20:11:00,46.89,46.89,46.89,46.89,101,2
2025-02-14 20:12:00,46.8887,46.8887,46.8887,46.8887,645,3
2025-02-14 20:14:00,46.925,46.93,46.925,46.93,231,5
2025-02-14 20:15:00,46.92,46.92,46.92,46.92,356,3
2025-02-14 20:21:00,46.92,46.92,46.92,46.92,129,2
2025-02-14 20:32:00,46.9,46.9,46.87,46.87,781,3
2025-02-14 20:39:00,46.91,46.91,46.91,46.91,100,1
2025-02-14 20:40:00,46.87,46.88,46.87,46.88,1101,3
2025-02-14 20:53:00,46.88,46.88,46.88,46.88,213,4
2025-02-14 20:55:00,46.81,46.81,46.81,46.81,703,9
2025-03-17 13:30:00,35.96,35.96,35.96,35.96,612,12
2025-03-17 13:32:00,35.81,35.81,35.81,35.81,362,3
2025-03-17 13:36:00,36.02,36.02,36.02,36.02,100,1
2025-03-17 13:38:00,36.04,36.04,36.04,36.04,762,7
2025-03-17 13:43:00,36.0748,36.0748,36.0748,36.0748,241,5
2025-03-17 13:45:00,36.04,36.04,36.04,36.04,1016,5
2025-03-17 13:47:00,36.0081,36.0081,36.0081,36.0081,400,1
2025-03-17 13:48:00,35.95,35.95,35.95,35.95,500,2
2025-03-17 13:53:00,36.0,36.0284,36.0,36.0284,1030,7
2025-03-17 13:55:00,36.03,36.03,36.03,36.03,110,2
2025-03-17 13:56:00,36.0136,36.02,36.0,36.0,320,4
2025-03-17 14:00:00,35.95,35.9988,35.95,35.9988,690,10
2025-03-17 14:04:00,35.84,35.84,35.84,35.84,422,6
2025-03-17 14:06:00,35.9383,35.9383,35.9383,35.9383,100,1
2025-03-17 14:17:00,35.85,35.85,35.85,35.85,100,1
2025-03-17 14:18:00,35.84,35.84,35.84,35.84,200,1
2025-03-17 14:22:00,35.88,35.88,35.88,35.88,300,3
2025-03-17 14:23:00,35.86,35.86,35.86,35.86,1201,2
2025-03-17 14:29:00,35.73,35.73,35.73,35.73,112,3
2025-03-17 14:30:00,35.7182,35.7182,35.7182,35.7182,146,4
2025-03-17 14:33:00,35.79,35.79,35.79,35.79,322,4
2025-03-17 14:35:00,35.77,35.77,35.77,35.77,190,1
2025-03-17 14:37:00,35.62,35.7699,35.62,35.7699,421,4
2025-03-17 14:51:00,35.9,35.9,35.82,35.8699,734,5
2025-03-17 14:54:00,35.8315,35.8315,35.8315,35.8315,1014,3
2025-03-17 14:55:00,35.78,35.78,35.78,35.78,177,3
2025-03-17 14:56:00,35.7411,35.7411,35.7411,35.7411,617,3
2025-03-17 15:04:00,35.7286,35.7286,35.7286,35.7286,100,1
2025-03-17 15:08:00,35.77,35.77,35.77,35.77,100,1
2025-03-17 15:33:00,35.7494,35.7494,35.7494,35.7494,111,2
2025-03-17 15:52:00,35.74,35.8,35.74,35.8,1119,3
2025-03-17 15:53:00,35.74,35.74,35.74,35.74,532,4
2025-03-17 16:02:00,35.79,35.79,35.79,35.79,400,4
2025-03-17 16:11:00,35.8671,35.8671,35.8671,35.8671,100,1
2025-03-17 16:24:00,35.83,35.83,35.83,35.83,111,3
2025-03-17 16:26:00,35.82,35.82,35.82,35.82,142,2
2025-03-17 16:53:00,35.785,35.785,35.785,35.785,200,1
2025-03-17 16:55:00,35.84,35.84,35.84,35.84,486,1
2025-03-17 17:01:00,35.8399,35.8399,35.8399,35.8399,212,3
2025-03-17 17:03:00,35.81,35.81,35.81,35.81,112,1
2025-03-17 17:08:00,35.87,35.87,35.87,35.87,100,1
2025-03-17 17:12:00,35.88,35.88,35.88,35.88,100,1
